,交易时间,交易类型,交易对方,商品,收/支,金额(元),支付方式,当前状态,交易单号,商户单号,备注,金额,时间,月份
143,2024-08-13 17:02:36,商户消费,百度平台商家,先乘后付,支出,¥10.10,零钱,支付成功,4200002300202408130858842104	,7ATJqblvZ2vHGhg11r0zg7xxxxjPyjJx	,/,10.1,17,2024-02
144,2024-08-13 16:56:14,转账,姐,转账备注:微信转账,收入,¥20.00,/,已存入零钱,1000050001202408131227249649401	,/	,/,20.0,16,2024-56
145,2024-08-12 16:42:45,商户消费,张家港豪客来生鲜超市,payonline,支出,¥2.50,零钱,支付成功,4200067718202408128360709005	,9556100202408121078390329	,/,2.5,16,2024-42
146,2024-08-10 10:47:12,商户消费,深圳市迅雷网络技术有限公司,超级会员（签约连续包月）,支出,¥0.01,零钱,支付成功,4200002419202408100043027314	,240810104704340260410A21710811	,/,0.01,10,2024-47
147,2024-08-10 09:00:42,商户消费,张家港豪客来生鲜超市,payonline,支出,¥4.00,零钱,支付成功,4200066315202408104940508130	,9556100202408101074656480	,/,4.0,09,2024-00
148,2024-08-09 10:59:35,商户消费,张家港豪客来生鲜超市,payonline,支出,¥2.10,工商银行储蓄卡(0355),支付成功,4200002344202408090476304598	,9556100202408091073381113	,/,2.1,10,2024-59
149,2024-08-08 17:22:46,商户消费,深圳市腾讯计算机系统有限公司,绿钻豪华版业务自动续费31天(为858180954购买),支出,¥15.00,零钱,支付成功,4200002404202408085556468332	,product_SZ_20240808170416018	,/,15.0,17,2024-22
150,2024-08-08 11:30:34,商户消费,深圳市腾讯计算机系统有限公司,预付费自动续费31天(为微信账号购买),支出,¥19.00,零钱,支付成功,4200002315202408089738154168	,product_SZ_20240808890734566	,/,19.0,11,2024-30
151,2024-08-07 21:17:08,商户消费,永安行科技股份有限公司,张家港10次骑行卡,支出,¥17.60,零钱,支付成功,4200002228202408078287467621	,02327226939392848297985	,/,17.6,21,2024-17
152,2024-08-07 07:46:22,商户消费,张家港豪客来生鲜超市,payonline,支出,¥2.00,工商银行储蓄卡(0355),支付成功,4200002351202408079103684993	,9556100202408071070105872	,/,2.0,07,2024-46
153,2024-08-04 18:52:09,其他,扫码中奖,/,收入,¥0.30,/,已到账,162185911024080410105004637736261876122033521	,131000407012901420550782024080465868667892	,扫码中奖,0.3,18,2024-52
154,2024-08-04 18:52:07,其他,扫码中奖,/,收入,¥0.30,/,已到账,162185911024080410103004611798902928122033521	,131000307005301420550782024080465041388221	,扫码中奖,0.3,18,2024-52
155,2024-08-04 18:51:53,其他,扫码中奖,/,收入,¥0.30,/,已到账,162185911024080410110004641776114178122033521	,131000307057801420550782024080417692159778	,扫码中奖,0.3,18,2024-51
156,2024-08-04 16:41:19,商户消费,大黄鹅,双汇台式烤香肠-51852480-518524801722760874800,支出,¥3.00,零钱,支付成功,4200002440202408043020131862	,83620240804395726288	,/,3.0,16,2024-41
157,2024-08-04 16:29:16,商户消费,座享科技,600000000265解锁60分钟,支出,¥9.00,零钱,支付成功,4200002432202408045189520862	,20248465100631233693	,/,9.0,16,2024-29
158,2024-08-04 16:14:37,商户消费,张家港市中医医院,张家港市中医医院,支出,¥110.38,零钱,支付成功,4200066315202408045096351262	,110251010075000042408040608446	,/,110.38,16,2024-14
159,2024-08-04 16:01:22,商户消费,张家港市中医医院,张家港市中医医院,支出,¥12.00,工商银行储蓄卡(0355),支付成功,4200067718202408049978240158	,110251010075000052408040593252	,/,12.0,16,2024-01
160,2024-08-04 15:50:04,转账,姐,转账备注:微信转账,收入,¥200.00,/,已存入零钱,1000050001202408041124056243421	,/	,/,200.0,15,2024-50
161,2024-08-04 08:58:29,扫二维码付款,Zjl52883,收款方备注:二维码收款,支出,¥59.00,零钱,已转账,100004990124080400058227399875867033	,10000499012024080400712084637051	,/,59.0,08,2024-58
162,2024-08-03 14:57:36,商户消费,百度平台商家,先乘后付,支出,¥9.51,零钱,支付成功,4200002344202408039958246866	,UaZFg4rIZ3PwKj8-Rc1-6zxxxxPX4z7x	,/,9.51,14,2024-57
163,2024-08-03 14:46:05,商户消费,百度平台商家,先乘后付,支出,¥9.89,零钱,支付成功,4200002353202408030123972143	,K15U1hxVhh6_HVgPVzxu_zxxxxjb8xvx	,/,9.89,14,2024-46
164,2024-08-02 19:30:24,商户消费,—听羊说—,听羊说休闲食品,支出,¥18.00,工商银行储蓄卡(0355),支付成功,4200002357202408027738886026	,83620240802369553877	,/,18.0,19,2024-30
165,2024-08-02 15:05:37,商户消费,座享科技,600000000262解锁180分钟,支出,¥19.00,零钱,支付成功,4200002317202408027218577737	,2024829245381850983	,/,19.0,15,2024-05
166,2024-08-02 14:59:38,扫二维码付款,laohuanniao,收款方备注:二维码收款,支出,¥5.00,零钱,已转账,100010710124080200058227481473390033	,10001071012024080200765579267125	,/,5.0,14,2024-59
167,2024-08-02 14:46:10,商户消费,张家港市中医医院,张家港市中医医院,支出,¥174.91,零钱,支付成功,4200067724202408024703142667	,110251010075000022408020579599	,/,174.91,14,2024-46
168,2024-08-02 14:32:48,商户消费,张家港市中医医院,张家港市中医医院,支出,¥12.00,工商银行储蓄卡(0355),支付成功,4200002305202408027257274947	,110251010075000052408020581708	,/,12.0,14,2024-32
169,2024-08-02 14:25:50,转账,姐,转账备注:微信转账,收入,¥200.00,/,已存入零钱,1000050001202408020728583432489	,/	,/,200.0,14,2024-25
170,2024-08-02 10:21:47,商户消费,—听羊说—,听羊说休闲食品,支出,¥5.00,工商银行储蓄卡(0355),支付成功,4200002301202408021059951573	,83620240802635104900	,/,5.0,10,2024-21
171,2024-08-02 10:01:56,商户消费,手机充值,50元手机话费-15556575097,支出,¥50.00,零钱,支付成功,4200002416202408020296464481	,8338040971202408020795592722	,/,50.0,10,2024-01
